NUMBER	DATE	GRID	SPECIES	X	Y	WEIGHT	TOE	SX	SEXCON	FLAGS
394	07/09/1994	MOSA	MN	24	F	25	1//2790	M	SN	      
395	07/09/1994	MOSA	MN	26	C	29	1//2810	M	SN	     CON  
396	07/09/1994	MOSA	MN	27	H	46	1//2820	M	SV	      
397	07/09/1994	MOSA	MN	27	D	24	1//2830	M	SN	     CON  
398	07/09/1994	MOSA	MN	27	A	23	1//2840	F	CSN	      
399	07/09/1994	MOSA	MN	27	F	32	1//2850	F	PSN	      
400	07/09/1994	MOSA	MN	30	C	31	1//2860	M	SN	     CON  
401	07/09/1994	MOSA	MN	23	I	50	1//640	F	PSY	     CON  
402	07/09/1994	MOSA	MN	27	C	38	7//255090100	F	CSN	      
403	08/09/1994	MOSA	MN	10	C	28	1//120100	M	SN	      
404	08/09/1994	MOSA	LR	12	C	47	1//13070	F	PSN	     CON  
405	08/09/1994	MOSA	MN	13	B	35	1//13080	M	SV	      
406	08/09/1994	MOSA	MN	22	F	26	1//140100	M	SV	     CON  
407	08/09/1994	MOSA	MN	16	J	34	1//14060	M	SV	      
408	08/09/1994	MOSA	MN	23	H	29	1//15090	M	SV	      
409	08/09/1994	MOSA	MN	17	J	30	1//1680	M	SN	     CON  
410	08/09/1994	MOSA	MN	15	I	33	1//17100	F	PSY	      
411	08/09/1994	MOSA	MN	27	G	47	1//1720	F	PSN	      
412	08/09/1994	MOSA	MN	9	C	31	1//1740	F	CSN	     CON  
413	08/09/1994	MOSA	MN	3	C	53	1//1770	M	SV	      
414	08/09/1994	MOSA	MN	11	D	44	1//1780	M	SV	      
415	08/09/1994	MOSA	MN	21	H	27	1//1790	M	SV	      
416	08/09/1994	MOSA	MN	28	B	31	1//18100	F	CSN	      
417	08/09/1994	MOSA	MN	3	A	32	1//1830	F	PSN	      
418	08/09/1994	MOSA	LR	9	J	40	1//1840	M	SV	      
419	08/09/1994	MOSA	MN	20	I	31	1//1860	M	SV	      
420	08/09/1994	MOSA	MN	24	G	11	1//210100	F	CSN	      
421	08/09/1994	MOSA	MN	18	J	46	1//21060	M	SV	      
422	08/09/1994	MOSA	LR	18	I	39	1//21070	M	SN	      
423	08/09/1994	MOSA	MN	22	E	53	1//21090	M	SV	      
424	08/09/1994	MOSA	MN	26	I	38	1//220100	F	PSN	      
425	08/09/1994	MOSA	MN	24	A	31	1//22060	F	PSN	     CON  
426	08/09/1994	MOSA	MN	24	H	20	1//22070	F	CSN	      
427	08/09/1994	MOSA	MN	24	I	56	1//22080	M	SV	      
428	08/09/1994	MOSA	MN	25	H	18	1//22090	F	CSN	      
429	08/09/1994	MOSA	MN	30	C	22	1//230100	F	CSN	      
430	08/09/1994	MOSA	MN	26	C	22	1//23060	F	CSN	      
431	08/09/1994	MOSA	MN	27	I	34	1//23070	M	SN	      
432	08/09/1994	MOSA	MN	27	J	19	1//23080	F	CSN	      
433	08/09/1994	MOSA	MN	28	D	27	1//23090	M	SN	     CON  
434	08/09/1994	MOSA	MN	30	H	20	1//24060	F	CSN	      
435	08/09/1994	MOSA	MN	26	G	26	1//2530	F	PSN	      
436	08/09/1994	MOSA	MN	26	J	43	1//2560	M	SV	      
437	08/09/1994	MOSA	MN	25	D	22	1//2790	M	SN	      
438	08/09/1994	MOSA	MN	15	J	13	1//28100	M	SN	     CON  
439	08/09/1994	MOSA	MN	10	H	16	1//2870	M	SN	     CON  
440	08/09/1994	MOSA	TA	14	I	33	1//2880	F	CSN	      
441	08/09/1994	MOSA	MN	15	J	13	1//2890	F	CSN	      
442	04/10/1994	MOSA	MN	13	B	15	236840	M	AN	     CON  
443	04/10/1994	MOSA	LR	11	H	38	1//12080	F	CSN	      
444	04/10/1994	MOSA	MN	15	B	39	1//130100	F	CSN	     CON  
445	04/10/1994	MOSA	MN	19	H	32	1//140100	M	AN	     CON  
446	04/10/1994	MOSA	MN	20	D	34	1//14080	M	SN	     CON  
447	04/10/1994	MOSA	MN	25	F	25	1//150100	M	AN	     CON  
448	04/10/1994	MOSA	MN	24	I	32	1//15070	M	AN	     CON  
449	04/10/1994	MOSA	MN	19	G	34	1//1610	F	CSN	     CON  
450	04/10/1994	MOSA	MN	24	F	47	1//1710	F	CSN	     CON  
451	04/10/1994	MOSA	MN	13	E	43	1//1780	M	SV	      
452	04/10/1994	MOSA	MN	21	H	29	1//1790 B	F	CSN	      
453	04/10/1994	MOSA	MN	27	I	25	1//23080	F	CSN	      
454	04/10/1994	MOSA	TA	3	B	59	1//240100	M	AN	      
455	04/10/1994	MOSA	MN	29	G	25	1//24060	F	CSN	      
456	04/10/1994	MOSA	MN	5	C	30	1//24070	M	AN	      
457	04/10/1994	MOSA	MN	20	B	38	1//24080	F	CSN	      
458	04/10/1994	MOSA	MN	8	G	23	1//24090	F	CSN	      
459	04/10/1994	MOSA	MN	8	F	25	1//250100	F	CSN	      
460	04/10/1994	MOSA	MN	19	I	20	1//25060	F	CSN	      
461	04/10/1994	MOSA	MN	17	I	34	1//25070	M	AN	      
462	04/10/1994	MOSA	MN	30	H	22	1//25080	M	AN	     CON  
463	04/10/1994	MOSA	MN	16	E	36	1//25090	F	CSN	   WE    
464	04/10/1994	MOSA	MN	25	J	23	1//2510	F	CSN	      
465	04/10/1994	MOSA	LR	19	A	40	1//2520	M	SN	     CON  
466	04/10/1994	MOSA	MN	26	G	22	1//2550	F	CSN	      
467	04/10/1994	MOSA	MN	30	G	26	1//2630	M	AN	     CON  
468	04/10/1994	MOSA	MN	22	D	26	1//2750	M	AN	     CON  
469	04/10/1994	MOSA	MN	29	E	29	1//2760	F	CSN	      
470	04/10/1994	MOSA	MN	28	B	23	1//2840	F	CSN	      
471	04/10/1994	MOSA	MN	29	D	35	1//2860	M	SN	     CON  
472	04/10/1994	MOSA	MN	4	A	29	1//310100	M	AN	      
473	04/10/1994	MOSA	LR	2	D	51	1//31060	M	SN	      
474	04/10/1994	MOSA	MN	3	G	32	1//31070	M	AN	      
475	04/10/1994	MOSA	TA	4	C	62	1//31080	M	AN	      
476	04/10/1994	MOSA	MN	30	F	23	1//31090	F	CSN	      
477	04/10/1994	MOSA	MN	25	A	43	1//320100	M	SV	     CON  
478	04/10/1994	MOSA	TA	17	D	64	1//32060	F	PSN	      
479	04/10/1994	MOSA	MN	26	H	50	1//32070	M	SV	      
480	04/10/1994	MOSA	MN	29	J	27	1//32080	F	PSN	     CON  
481	04/10/1994	MOSA	MN	6	D	25	1//32090	F	CSN	      
482	04/10/1994	MOSA	MN	24	F	28	1//330100	M	AN	      
483	04/10/1994	MOSA	MN	25	A	24	1//33060	F	CSN	      
484	04/10/1994	MOSA	MN	26	E	24	1//33070	M	AN	      
485	04/10/1994	MOSA	MN	30	J	12	1//33080	M	AN	      
486	04/10/1994	MOSA	MN	22	J	23	1//33090	F	CSN	      
487	04/10/1994	MOSA	LR	23	G	25	1//340100	M	AN	      
488	04/10/1994	MOSA	MN	9	H	23	1//34060	F	CSN	      
489	04/10/1994	MOSA	MN	23	J	22	1//34070	M	AN	      
490	04/10/1994	MOSA	MN	30	E	26	1//34080	M	AN	      
491	04/10/1994	MOSA	MN	24	G	32	1//34090	F	CSN	      
492	04/10/1994	MOSA	LR	8	D	25	1//350100	F	CSN	      
493	04/10/1994	MOSA	MN	30	A	30	1//35060	M	AN	      
494	04/10/1994	MOSA	MN	6	B	35	1//35070	F	CSN	      
495	04/10/1994	MOSA	MN	23	A	17	1//35080	F	CSN	      
496	04/10/1994	MOSA	LR	14	J	24	1//35090	F	CSN	      
497	04/10/1994	MOSA	MN	28	F	27	1//3510	M	AN	      
498	04/10/1994	MOSA	MN	30	D	29	1//35100	F	CSN	      
499	04/10/1994	MOSA	TA	5	J	54	1//3520	M	AN	      
500	04/10/1994	MOSA	MN	10	I	24	1//3530	M	AN	      
501	04/10/1994	MOSA	MN	25	D	32	1//3540	F	CSN	      
502	04/10/1994	MOSA	MN	26	F	50	1//3550	M	SN	      
503	04/10/1994	MOSA	MN	18	B	34	1//3560	M	SN	      
504	04/10/1994	MOSA	MN	27	H	23	1//3570	F	CSN	      
505	04/10/1994	MOSA	TA	23	H	58	1//3580	M	AN	      
506	04/10/1994	MOSA	MN	18	I	40	1//3590	M	SN	      
507	04/10/1994	MOSA	MN	20	J	20	1//3610	M	AN	      
508	04/10/1994	MOSA	MN	15	E	20	1//36100	F	CSN	      
509	04/10/1994	MOSA	TA	20	H	43	1//3620	F	CSN	      
510	04/10/1994	MOSA	MN	27	J	20	1//3630	M	AN	      
511	04/10/1994	MOSA	TA	25	G	48	1//3640	M	AN	      
512	04/10/1994	MOSA	MN	26	A	24	1//3650	F	CSN	      
513	04/10/1994	MOSA	CH	16	J	22	1//3660	M	AN	      
514	04/10/1994	MOSA	MN	23	I	22	1//3670	F	CSN	      
515	04/10/1994	MOSA	MN	17	B	38	1//3680	M	SN	     CON  
516	04/10/1994	MOSA	MN	16	I	22	1//3690	M	AN	      
517	04/10/1994	MOSA	MN	4	I	18	1//3710	M	AN	      
518	04/10/1994	MOSA	MN	26	D	30	1//37100	M	AN	      
519	04/10/1994	MOSA	MN	26	C	20	1//3720	M	AN	      
520	04/10/1994	MOSA	MN	3	F	36	1//3730	M	AN	      
521	04/10/1994	MOSA	MN	29	B	22	1//3740	M	AN	      
522	04/10/1994	MOSA	MN	1	F	30	1//3750	F	CSN	      
523	04/10/1994	MOSA	MN	4	E	30	1//3760	M	SN	     CON  
524	04/10/1994	MOSA	MN	3	D	20	1//3770	F	CSN	      
525	04/10/1994	MOSA	MN	21	B	24	1//3780	M	AN	      
526	04/10/1994	MOSA	MN	22	C	26	1//3790	M	AN	      
527	04/10/1994	MOSA	MN	9	F	41	1//3810	M	SN	      
528	04/10/1994	MOSA	TA	10	E	91	1//38100	M	SV	      
529	04/10/1994	MOSA	MN	26	B	25	1//3820	F	CSN	      
530	04/10/1994	MOSA	TA	15	C	63	1//3830	F	CSN	      
531	04/10/1994	MOSA	TA	8	H	60	1//3850	M	SN	      
532	04/10/1994	MOSA	MN	11	J	30	1//3860	M	AN	      
533	04/10/1994	MOSA	MN	22	G	27	1//3870	M	AN	      
534	04/10/1994	MOSA	MN	9	C	16	1//3880	M	AN	      
535	04/10/1994	MOSA	TA	3	A	48	1//3890	F	CSN	      
536	04/10/1994	MOSA	MN	2	G	26	1//4510	M	AN	      
537	04/10/1994	MOSA	MN	8	I	20	1//4520	M	AN	      
538	04/10/1994	MOSA	MN	5	A	21	1//4530	F	CSN	      
539	04/10/1994	MOSA	TA	4	H	57	1//4540	M	AN	      
540	04/10/1994	MOSA	TA	4	D	56	1//4550	F	CSN	      
541	04/10/1994	MOSA	MN	29	I	25	1//4560	M	AN	      
542	04/10/1994	MOSA	MN	28	D	38	1//50100	F	CSN	      
543	05/10/1994	MOSA	MN	12	B	15	236840	M	AN	     CON  
544	05/10/1994	MOSA	LR	11	I	38	1//12080	F	CSN	      
545	05/10/1994	MOSA	MN	17	B	36	1//130100	F	CSN	     CON  
546	05/10/1994	MOSA	MN	18	D	34	1//14080	M	SN	     CON  
547	05/10/1994	MOSA	MN	27	J	34	1//14090	F	CSN	      
548	05/10/1994	MOSA	MN	25	F	24	1//150100	M	AN	     CON  
549	05/10/1994	MOSA	MN	22	H	25	1//15060	M	AN	     CON  
550	05/10/1994	MOSA	MN	24	I	30	1//15070	M	AN	     CON  
551	05/10/1994	MOSA	MN	18	I	34	1//1610	F	CSN	     CON  
552	05/10/1994	MOSA	MN	2	B	55	1//1770	M	SV	      
553	05/10/1994	MOSA	MN	13	E	41	1//1780	M	SN	      
554	05/10/1994	MOSA	MN	24	H	23	1//22070	F	CSN	      
555	05/10/1994	MOSA	MN	28	G	21	1//22090	F	CSN	      
556	05/10/1994	MOSA	MN	30	G	25	1//24060	F	CSN	      
557	05/10/1994	MOSA	MN	5	D	32	1//24070	M	AN	      
558	05/10/1994	MOSA	MN	7	D	24	1//250100	F	CSN	      
559	05/10/1994	MOSA	MN	16	H	33	1//25090	F	PSN	   WE    
560	05/10/1994	MOSA	MN	25	I	24	1//2510	F	CSN	      
561	05/10/1994	MOSA	MN	30	F	26	1//2630	M	AN	     CON  
562	05/10/1994	MOSA	MN	17	H	18	1//2710	F	CSN	      
563	05/10/1994	MOSA	MN	24	G	25	1//2730	F	CSN	      
564	05/10/1994	MOSA	MN	22	C	25	1//2750	M	AN	     CON  
565	05/10/1994	MOSA	MN	27	E	27	1//2760	F	CSN	      
566	05/10/1994	MOSA	MN	27	C	24	1//2840	F	CSN	      
567	05/10/1994	MOSA	MN	3	A	29	1//310100	M	AN	      
568	05/10/1994	MOSA	MN	27	H	61	1//32070	M	SV	      
569	05/10/1994	MOSA	LR	23	F	24	1//340100	M	AN	      
570	05/10/1994	MOSA	MN	9	H	24	1//34060	F	CSN	      
571	05/10/1994	MOSA	MN	22	J	22	1//34070	M	AN	      
572	05/10/1994	MOSA	MN	23	A	17	1//35080	F	CSN	      
573	05/10/1994	MOSA	LR	14	I	24	1//35090	F	CSN	      
574	05/10/1994	MOSA	MN	28	F	27	1//3510	M	AN	      
575	05/10/1994	MOSA	MN	10	I	27	1//3530	M	AN	      
576	05/10/1994	MOSA	MN	24	F	33	1//3540	F	CSN	      
577	05/10/1994	MOSA	MN	23	I	23	1//3670	F	CSN	      
578	05/10/1994	MOSA	MN	26	D	30	1//37100	M	AN	      
579	05/10/1994	MOSA	MN	2	C	34	1//3730	M	AN	      
580	05/10/1994	MOSA	MN	24	D	44	1//410100	M	SN	      
581	05/10/1994	MOSA	MN	28	E	34	1//41060	M	AN	      
582	05/10/1994	MOSA	MN	30	H	39	1//41070	M	SV	      
583	05/10/1994	MOSA	MN	11	C	20	1//41080	M	AN	      
584	05/10/1994	MOSA	MN	17	D	23	1//41090	F	CSN	      
585	05/10/1994	MOSA	LR	22	F	49	1//420100	F	CSN	      
586	05/10/1994	MOSA	MN	16	J	19	1//42060	M	AN	      
587	05/10/1994	MOSA	MN	16	I	19	1//42070	F	CSN	      
588	05/10/1994	MOSA	MN	30	D	34	1//42080	F	PSN	      
589	05/10/1994	MOSA	MN	22	G	31	1//42090	F	CSN	      
590	05/10/1994	MOSA	MN	28	B	47	1//43060	F	CSN	      
591	05/10/1994	MOSA	MN	30	E	26	1//43070	M	AN	      
592	05/10/1994	MOSA	MN	27	F	23	1//43080	F	CSN	      
593	05/10/1994	MOSA	MN	19	J	16	1//43090	F	CSN	      
594	05/10/1994	MOSA	MN	24	J	14	1//45100	F	CSN	      
595	05/10/1994	MOSA	MN	30	I	23	1//4560	M	AN	      
596	05/10/1994	MOSA	MN	20	H	28	1//4570	F	CSN	      
597	05/10/1994	MOSA	MN	13	F	23	1//4580	M	AN	      
598	05/10/1994	MOSA	MN	24	J	26	1//4590	F	CSN	      
599	05/10/1994	MOSA	MN	12	J	40	1//4610	M	SN	      
600	05/10/1994	MOSA	TA	9	A	73	1//46100	M	AN	      
601	05/10/1994	MOSA	MN	11	J	26	1//4620	F	CSN	      
602	05/10/1994	MOSA	MN	1	A	38	1//4640	F	PSN	      
603	05/10/1994	MOSA	MN	9	C	17	1//4650	F	CSN	      
604	05/10/1994	MOSA	MN	10	D	21	1//4660	F	CSN	      
605	05/10/1994	MOSA	TA	4	C	53	1//4670	M	AN	      
606	05/10/1994	MOSA	MN	28	I	26	1//4680	F	CSN	      
607	05/10/1994	MOSA	MN	5	J	32	1//4690	M	AN	      
608	05/10/1994	MOSA	TA	11	D	33	1//4710	M	AN	      
609	05/10/1994	MOSA	MN	16	B	17	1//47100	M	AN	      
610	05/10/1994	MOSA	MN	19	A	57	1//4720	M	SV	      
611	05/10/1994	MOSA	TA	6	C	62	1//4730	M	AN	      
612	05/10/1994	MOSA	MN	4	B	52	1//4740	M	SV	     CON  
613	05/10/1994	MOSA	MN	3	F	22	1//4750	M	AN	      
614	05/10/1994	MOSA	MN	8	H	17	1//4760	F	CSN	      
615	05/10/1994	MOSA	TA	3	B	68	1//4770	F	CSN	      
616	05/10/1994	MOSA	MN	23	G	39	1//4780	M	SN	      
617	05/10/1994	MOSA	MN	5	A	18	1//4790	F	CSN	      
618	05/10/1994	MOSA	MN	17	I	22	1//4810	F	CSN	      
619	05/10/1994	MOSA	MN	25	J	22	1//48100	M	AN	      
620	05/10/1994	MOSA	MN	6	J	23	1//4820	F	CSN	      
621	05/10/1994	MOSA	MN	4	A	27	1//4830	F	CSN	      
622	05/10/1994	MOSA	MN	9	D	21	1//4840	F	CSN	      
623	05/10/1994	MOSA	MN	29	B	18	1//4850	F	CSN	      
624	05/10/1994	MOSA	MN	20	D	56	1//4860	M	SV	      
625	05/10/1994	MOSA	MN	26	E	27	1//4870	M	AN	      
626	05/10/1994	MOSA	MN	29	H	24	1//4880	F	CSN	      
627	05/10/1994	MOSA	MN	27	B	25	1//4890	F	CSN	      
628	06/10/1994	MOSA	MN	3	A	60	1//11070	F	PSY	     CON  
629	06/10/1994	MOSA	TA	3	E	64	1//11090	F	CSN	      
630	06/10/1994	MOSA	LR	11	J	35	1//12080	F	CSN	      
631	06/10/1994	MOSA	MN	17	C	31	1//130100	F	CSN	     CON  
632	06/10/1994	MOSA	MN	19	G	32	1//140100	M	AN	     CON  
633	06/10/1994	MOSA	MN	18	E	33	1//14080	M	SN	     CON  
634	06/10/1994	MOSA	MN	25	F	22	1//150100	M	AN	     CON  
635	06/10/1994	MOSA	MN	22	I	24	1//15060	M	AN	     CON  
636	06/10/1994	MOSA	MN	16	J	34	1//1680	M	AN	     CON  
637	06/10/1994	MOSA	MN	24	J	44	1//1710	F	PSN	     CON  
638	06/10/1994	MOSA	MN	2	C	52	1//1770	M	SV	      
639	06/10/1994	MOSA	MN	13	E	39	1//1780	M	SV	      
640	06/10/1994	MOSA	MN	20	I	26	1//1790 B	F	CSN	      
641	06/10/1994	MOSA	MN	28	H	20	1//22090	F	CSN	      
642	06/10/1994	MOSA	MN	5	D	29	1//24070	M	AN	      
643	06/10/1994	MOSA	MN	8	F	24	1//24090	F	CSN	      
644	06/10/1994	MOSA	TA	25	B	101	1//250	M	SV	      
645	06/10/1994	MOSA	MN	7	D	23	1//250100	F	CSN	      
646	06/10/1994	MOSA	MN	16	I	31	1//25070	M	AN	      
647	06/10/1994	MOSA	MN	30	I	21	1//25080	M	AN	     CON  
648	06/10/1994	MOSA	MN	16	H	30	1//25090	F	PSN	   WE    
649	06/10/1994	MOSA	MN	26	J	22	1//2510	F	CSN	      
650	06/10/1994	MOSA	MN	26	H	22	1//2550	F	CSN	      
651	06/10/1994	MOSA	MN	30	F	25	1//2630	M	AN	     CON  
652	06/10/1994	MOSA	MN	24	G	24	1//2730	F	CSN	      
653	06/10/1994	MOSA	MN	22	D	23	1//2750	M	AN	     CON  
654	06/10/1994	MOSA	MN	25	A	31	1//2810	M	AN	     CON  
655	06/10/1994	MOSA	MN	27	G	21	1//2840	F	CSN	      
656	06/10/1994	MOSA	MN	29	D	33	1//2860	M	AN	     CON  
657	06/10/1994	MOSA	MN	26	G	28	1//330100	M	AN	      
658	06/10/1994	MOSA	MN	26	C	21	1//33070	M	AN	      
659	06/10/1994	MOSA	LR	22	F	21	1//340100	M	AN	      
660	06/10/1994	MOSA	MN	10	G	26	1//34060	F	CSN	      
661	06/10/1994	MOSA	MN	22	H	21	1//34070	M	AN	      
662	06/10/1994	MOSA	MN	25	I	29	1//34090	F	CSN	      
663	06/10/1994	MOSA	MN	6	B	33	1//35070	F	CSN	      
664	06/10/1994	MOSA	MN	23	B	18	1//35080	F	CSN	      
665	06/10/1994	MOSA	LR	12	I	23	1//35090	F	CSN	      
666	06/10/1994	MOSA	MN	11	I	25	1//3530	M	AN	      
667	06/10/1994	MOSA	MN	24	D	29	1//3540	F	CSN	      
668	06/10/1994	MOSA	MN	19	B	34	1//3560	M	SN	      
669	06/10/1994	MOSA	MN	26	A	23	1//3650	F	CSN	      
670	06/10/1994	MOSA	MN	24	I	22	1//3670	F	CSN	      
671	06/10/1994	MOSA	MN	16	B	37	1//3680	M	AN	     CON  
672	06/10/1994	MOSA	MN	15	I	20	1//3690	M	AN	      
673	06/10/1994	MOSA	MN	26	E	27	1//37100	M	AN	      
674	06/10/1994	MOSA	MN	2	G	36	1//3730	M	AN	      
675	06/10/1994	MOSA	MN	4	C	22	1//3770	F	CSN	      
676	06/10/1994	MOSA	MN	22	C	25	1//3870	M	AN	      
677	06/10/1994	MOSA	TA	13	J	64	1//430100	F	CSN	      
678	06/10/1994	MOSA	MN	27	B	21	1//43080	F	CSN	      
679	06/10/1994	MOSA	MN	23	G	19	1//440100	M	AN	      
680	06/10/1994	MOSA	MN	22	E	24	1//44060	M	AN	      
681	06/10/1994	MOSA	TA	7	J	59	1//44070	M	AN	      
682	06/10/1994	MOSA	TA	13	F	51	1//44080	M	AN	      
683	06/10/1994	MOSA	MN	28	D	30	1//44090	M	SN	      
684	06/10/1994	MOSA	TA	7	B	55	1//450100	F	CSN	      
685	06/10/1994	MOSA	MN	26	F	23	1//45060	F	CSN	      
686	06/10/1994	MOSA	MN	10	B	27	1//45070	M	AN	      
687	06/10/1994	MOSA	MN	29	F	22	1//45080	F	CSN	   WE   CON  
688	06/10/1994	MOSA	TA	8	H	72	1//45090	M	SV	      
689	06/10/1994	MOSA	MN	5	A	21	1//4530	F	CSN	      
690	06/10/1994	MOSA	MN	29	I	21	1//4560	M	AN	      
691	06/10/1994	MOSA	MN	12	F	21	1//4580	M	AN	      
692	06/10/1994	MOSA	MN	9	J	26	1//4620	F	CSN	      
693	06/10/1994	MOSA	TA	11	E	29	1//4710	M	AN	      
694	06/10/1994	MOSA	MN	17	B	51	1//4720	M	SV	      
695	06/10/1994	MOSA	MN	4	A	48	1//4740	M	SV	     CON  
696	06/10/1994	MOSA	MN	6	J	23	1//4820	F	CSN	      
697	06/10/1994	MOSA	MN	4	B	25	1//4830	F	CSN	      
698	06/10/1994	MOSA	MN	8	D	19	1//4840	F	CSN	      
699	06/10/1994	MOSA	MN	20	B	50	1//4860	M	SV	      
700	06/10/1994	MOSA	MN	30	H	22	1//4880	F	CSN	      
701	06/10/1994	MOSA	TA	5	G	71	1//510100	M	AN	      
702	06/10/1994	MOSA	MN	29	C	19	1//51060	M	AN	      
703	06/10/1994	MOSA	MN	3	F	21	1//51070	F	CSN	      
704	06/10/1994	MOSA	MN	28	J	53	1//51080	M	SV	      
705	06/10/1994	MOSA	MN	26	I	27	1//51090	M	AN	      
706	06/10/1994	MOSA	MN	24	F	27	1//520100	M	AN	      
707	06/10/1994	MOSA	TA	4	F	77	1//52060	F	CSN	      
708	06/10/1994	MOSA	MN	14	D	18	1//52070	M	AN	      
709	06/10/1994	MOSA	MN	25	D	25	1//52080	M	AN	      
710	06/10/1994	MOSA	TA	14	A	56	1//52090	M	AN	      
711	06/10/1994	MOSA	MN	25	G	20	1//53060	F	CSN	      
712	06/10/1994	MOSA	MN	4	J	24	1//53070	M	AN	      
713	06/10/1994	MOSA	MN	4	D	38	1//53080	M	AN	      
714	06/10/1994	MOSA	MN	2	D	24	1//53090	M	AN	      
715	13/10/1994	MOSA	MN	19	H	30	1//140100	M	AN	     CON  
716	13/10/1994	MOSA	MN	17	D	34	1//14080	M	AN	     CON  
717	13/10/1994	MOSA	MN	20	E	23	1//15060	M	AN	     CON  
718	13/10/1994	MOSA	MN	27	H	34	1//15070	M	AN	     CON  
719	13/10/1994	MOSA	MN	30	E	23	1//151060	F	CSN	      
720	13/10/1994	MOSA	MN	18	H	35	1//1610	F	CSN	     CON  
721	13/10/1994	MOSA	MN	17	H	44	1//1780	M	SN	      
722	13/10/1994	MOSA	MN	28	H	21	1//22090	F	CSN	      
723	13/10/1994	MOSA	MN	27	H	29	1//23080	F	CSN	      
724	13/10/1994	MOSA	MN	29	G	27	1//24060	F	CSN	      
725	13/10/1994	MOSA	MN	30	H	28	1//25080	M	AN	     CON  
726	13/10/1994	MOSA	MN	26	E	26	1//2510	F	CSN	      
727	13/10/1994	MOSA	MN	30	G	30	1//2630	M	AN	     CON  
728	13/10/1994	MOSA	MN	26	E	31	1//2760	F	CSN	      
729	13/10/1994	MOSA	MN	27	D	34	1//2810	M	AN	     CON  
730	13/10/1994	MOSA	MN	28	D	36	1//2860	M	AN	     CON  
731	13/10/1994	MOSA	MN	30	H	31	1//32080	F	CSN	     CON  
732	13/10/1994	MOSA	LR	26	E	24	1//340100	M	AN	      
733	13/10/1994	MOSA	MN	20	H	22	1//34070	M	AN	      
734	13/10/1994	MOSA	MN	30	E	29	1//34080	M	AN	      
735	13/10/1994	MOSA	MN	27	E	27	1//3510	M	AN	      
736	13/10/1994	MOSA	MN	17	D	26	1//3530	M	AN	      
737	13/10/1994	MOSA	MN	26	D	28	1//37100	M	AN	      
738	13/10/1994	MOSA	MN	29	D	34	1//42080	F	PSN	      
739	13/10/1994	MOSA	MN	27	G	25	1//43080	F	CSN	      
740	13/10/1994	MOSA	MN	30	F	24	1//45080	F	CSN	   WE   CON  
741	13/10/1994	MOSA	MN	30	H	25	1//4560	M	AN	      
742	13/10/1994	MOSA	MN	27	E	21	1//4850	F	CSN	      
743	13/10/1994	MOSA	MN	20	H	24	1//530100	F	CSN	      
744	13/10/1994	MOSA	MN	17	E	27	1//540100	M	AN	      
745	13/10/1994	MOSA	TA	20	H	44	1//54060	M	AN	      
746	13/10/1994	MOSA	MN	19	G	21	1//54070	F	CSN	      
747	13/10/1994	MOSA	MN	17	H	22	1//54080	M	AN	      
748	13/10/1994	MOSA	MN	17	F	16	1//54090	F	CSN	      
749	13/10/1994	MOSA	MN	27	H	54	1//550100	M	AN	      
750	13/10/1994	MOSA	MN	17	E	21	1//55060	F	CSN	      
751	13/10/1994	MOSA	MN	18	F	20	1//55070	M	AN	   WE    
752	13/10/1994	MOSA	MN	27	E	25	1//55080	F	CSN	      
753	13/10/1994	MOSA	MN	30	H	25	1//55090	F	CSN	      
754	13/10/1994	MOSA	MN	26	F	24	1//610100	F	CSN	      
755	13/10/1994	MOSA	MN	27	G	25	1//61060	M	AN	      
756	13/10/1994	MOSA	MN	30	D	27	1//61070	M	AN	      
757	13/10/1994	MOSA	MN	29	E	28	1//61080	F	CSN	      
758	13/10/1994	MOSA	MN	29	G	38	1//61090	M	AN	      
759	13/10/1994	MOSA	MN	29	D	24	1//620100	F	CSN	      
760	13/10/1994	MOSA	MN	27	D	19	1//62060	F	CSN	      
761	13/10/1994	MOSA	MN	27	H	20	1//62070	F	CSN	      
762	13/10/1994	MOSA	MN	28	D	24	1//62080 B	M	AN	      
763	13/10/1994	MOSA	MN	27	F	31	1//62090	F	CSN	      
764	13/10/1994	MOSA	CH	27	H	14	1//63060	F	CSN	      
765	21/10/1994	MOSA	MN	28	D	44	1//562080	M	SN	NA
766	21/10/1994	MOSA	MN	17	H	40	1//25090	F	PSN	   WE    
767	21/10/1994	MOSA	MN	29	G	31	1//2630	M	AN	     CON  
768	21/10/1994	MOSA	MN	28	D	29	1//2840	F	CSN	      
769	21/10/1994	MOSA	MN	30	H	13	1//33080	M	AN	      
770	21/10/1994	MOSA	LR	27	E	27	1//340100	M	AN	      
771	21/10/1994	MOSA	MN	20	H	26	1//34070	M	AN	      
772	21/10/1994	MOSA	MN	19	H	26	1//3610	M	AN	      
773	21/10/1994	MOSA	MN	26	E	31	1//37100	M	AN	      
774	21/10/1994	MOSA	MN	29	H	29	1//4560	M	AN	      
775	21/10/1994	MOSA	MN	26	D	31	1//52080	M	AN	      
776	21/10/1994	MOSA	MN	20	G	26	1//530100	F	CSN	      
777	21/10/1994	MOSA	MN	30	D	24	1//620100 B	F	CSN	      
778	21/10/1994	MOSA	MN	29	H	23	1//62070	F	CSN	      
779	21/10/1994	MOSA	MN	29	H	25	1//62080	M	AN	      
